original,Suspicious
"२१ वटा विश्वकप प्रतियोगिता आठ राष्ट्रिय टोलीले जितेका छन्। ब्राजिलले पाँच पटक जितेको छ, र प्रत्येक प्रतियोगितामा खेल्ने एक मात्र टोली हो। अन्य विश्वकप विजेता जर्मनी र इटाली छन्, प्रत्येक चार उपाधिका साथ; अर्जेन्टिना, फ्रान्स र उद्घाटन विजेता उरुग्वे, दुई-दुई उपाधिका साथ; र इंग्ल्याण्ड र स्पेनले एक–एक उपाधि जितेका छन् ।","२१ विश्वकप प्रतियोगिताहरू आठ राष्ट्रिय समूहहरूले जितेका छन्। ब्राजिलले धेरै पटक जितेको छ, र प्रत्येक प्रतियोगितामा खेल्ने मुख्य समूह हो। अन्य विश्वकप विजेता जर्मनी र इटाली छन्, प्रत्येक चार उपाधिका साथ; अर्जेन्टिना, फ्रान्स र डेब्यू च्याम्पियन उरुग्वे, दुई-दुई उपाधिका साथ; र इंग्ल्याण्ड र स्पेनले एक–एक उपाधि जितेका छन् ।"
"विश्व कप विश्वको सबैभन्दा प्रतिष्ठित संघ फुटबल प्रतियोगिता हो, साथै विश्वमा सबैभन्दा व्यापक रूपमा हेरिएको र पछ्याइएको खेलकुद प्रतियोगिता हो, ओलम्पिक खेलहरू भन्दा बढि; २००६ को विश्व कपका सबै खेलहरूको संचयी दर्शक संख्या २६.२९ बिलियन भएको अनुमान गरिएको थियो जसमा अनुमानित ७१५.१ मिलियन मानिसहरूले फाइनल खेल हेरेका थिए, जुन ग्रहको सम्पूर्ण जनसंख्याको नवौं भाग हो।","विश्व कप यस ग्रहमा सबैभन्दा प्रख्यात सम्बद्ध फुटबल प्रतियोगिता हो, जसरी ग्रहमा सबैभन्दा सामान्य रूपमा हेरिएको र पछ्याइएको खेल हो, ओलम्पिक खेलहरूलाई पनि उछिनेर; २००६ को विश्व कपका सबै खेलहरूको कुल दर्शक संख्या २६.२९ बिलियन हुने अनुमान गरिएको थियो जसमा अन्तिम खेल हेर्ने अनुमानित ७१५.१ मिलियन व्यक्तिहरू थिए, जुन ग्रहको सम्पूर्ण जनसंख्याको नवौं भाग हो।"
"१७ देशले विश्वकप आयोजना गरेका छन् । ब्राजिल, फ्रान्स, इटाली, जर्मनी र मेक्सिकोले दुई–दुई पटक आयोजना गरिसकेका छन् भने उरुग्वे, स्वीट्जरल्याण्ड, स्वीडेन, चिली, इङ्गल्याण्ड, अर्जेन्टिना, स्पेन, अमेरिका, जापान र दक्षिण कोरिया (संयुक्त रूपमा), दक्षिण अफ्रिका र रुसले एक–एक पटक आयोजना गरेका छन् । कतारलाई २०२२ फाइनलको आयोजकको रूपमा योजना गरिएको छ, र २०२६ संयुक्त रूपमा क्यानाडा, संयुक्त राज्य अमेरिका र मेक्सिकोले आयोजना गर्ने छ, जसले मेक्सिकोलाई तीन फाइनलमा खेलहरू आयोजना गर्ने पहिलो देशको गौरव प्रदान गर्नेछ।","विश्व कपमा १७ राष्ट्रले सहजीकरण गरेका छन् । ब्राजिल, फ्रान्स, इटाली, जर्मनी र मेक्सिकोले दुई–दुई पटक तथा उरुग्वे, स्वीट्जरल्याण्ड, स्वीडेन, चिली, इङ्गल्याण्ड, अर्जेन्टिना, स्पेन, अमेरिका, जापान र दक्षिण कोरिया (पारस्परिक रूपमा), दक्षिण अफ्रिका र रुसले एक–एक पटक सहजीकरण गरेका छन् । कतारलाई २०२२ फाइनलको आयोजकको रूपमा व्यवस्थित गरिएको छ, र २०२६ लाई क्यानाडा, संयुक्त राज्य अमेरिका र मेक्सिकोले सँगै सहयोग गर्ने छ, जसले मेक्सिकोलाई तीन फाइनलहरूमा मनोरञ्जन गर्न सुविधा प्रदान गरेको मुख्य राष्ट्रको रूपमा परिष्कृत गर्नेछ।"
"विश्वको पहिलो अन्तर्राष्ट्रिय फुटबल खेल १८७२ मा स्कटल्याण्ड र इङ्गल्याण्ड बीच ग्लासगोमा खेलिएको चुनौतीपूर्ण खेल थियो, जुन ०-० को बराबरीमा सकिएको थियो। पहिलो अन्तर्राष्ट्रिय टूर्नामेंट, उद्घाटन ब्रिटिश होम च्याम्पियनशिप, १८८४ मा भएको थियो। २० औं शताब्दीको सुरुमा विश्वका अन्य भागहरूमा फुटबलको लोकप्रियता बढ्दै गएपछि, यसलाई १९०० मा कुनै पदक नदिई प्रदर्शनी खेलको रूपमा आयोजना गरिएको थियो। १९०४ ग्रीष्मकालीन ओलम्पिक (यद्यपि,  ले आफ्नो स्थितिलाई आधिकारिक घटनाहरूमा स्तरवृद्धि गरेको छ), र १९०६  खेलहरूमा।","विश्वको पहिलो विश्वव्यापी फुटबल समन्वय स्कटल्याण्ड र इङ्गल्याण्ड बीच १८७२ मा ग्लासगोमा खेलिएको एक परीक्षण समन्वय थियो, जुन ०-० को बराबरीमा समाप्त भयो। मुख्य विश्वव्यापी प्रतिस्पर्धा, पहिलो ब्रिटिश होम च्याम्पियनशिप, १८८४ मा भएको थियो। बीसौं शताब्दीको सुरुतिर फुटबल विश्वका विभिन्न भागहरूमा प्रचलित रूपमा विकसित भएकोले, यसलाई १९०० र १९०४ मा प्रदान गरिएको कुनै पनि सजावट बिना शो खेलको रूपमा आयोजित गरियो। ग्रीष्मकालीन ओलम्पिक (कुनै पनि अवस्थामा,  ले आफ्नो स्थितिलाई आधिकारिक अवसरहरूमा अद्यावधिक गरेको छ), र १९०६  खेलहरूमा।"
"१९०४ मा फीफा को स्थापना पछि, १९०६ मा स्विट्जरल्याण्ड मा ओलम्पिक ढाँचा बाहिर राष्ट्रहरु बीच एक अन्तर्राष्ट्रिय फुटबल प्रतियोगिता को व्यवस्था गर्न को लागी प्रयास गर्यो। यो अन्तर्राष्ट्रिय फुटबल को लागी धेरै प्रारम्भिक दिनहरु थिए, र फीफा को आधिकारिक इतिहासले प्रतियोगिता को विफलता को रूप मा वर्णन गर्दछ।","१९०४ मा फीफा को स्थापना पछि, १९०६ मा स्विट्जरल्याण्ड मा ओलम्पिक संरचना बाहिर देशहरु बीच एक वैश्विक फुटबल प्रतियोगिता संगठित गर्न को लागी प्रयास गर्यो। यी सबै सार्वभौमिक फुटबल को लागी शुरुवाती दिनहरु थिए, र फीफा को आधिकारिक इतिहासले चुनौती लाई निराशा को रूप मा चित्रण गर्दछ। ।"
"लन्डनमा १९०८ ग्रीष्मकालीन ओलम्पिकमा, फुटबल एक आधिकारिक प्रतियोगिता भयो। द फुटबल एसोसिएसन (एफए), इङ्गल्याण्डको फुटबल प्रशासकीय निकाय द्वारा नियोजित, यो कार्यक्रम एमेच्योर खेलाडीहरूका लागि मात्र थियो र प्रतियोगिताको सट्टा शोको रूपमा शंकास्पद रूपमा लिइयो। ग्रेट ब्रिटेन (इंग्ल्याण्ड राष्ट्रिय एमेच्योर फुटबल टोली द्वारा प्रतिनिधित्व) स्वर्ण पदक जित्यो। तिनीहरूले स्टकहोममा १९१२ ग्रीष्मकालीन ओलम्पिकमा उपलब्धि दोहोर्याए।","लन्डनमा १९०८ ग्रीष्मकालीन ओलम्पिकमा, फुटबल आधिकारिक चुनौतीमा परिणत भयो। द फुटबल एसोसिएसन (एफए), इङ्गल्याण्डको फुटबल पर्यवेक्षण गर्ने निकायले आयोजना गरेको, यो अवसर शुरुवातका खेलाडीहरूका लागि मात्र थियो र चुनौतीको विपरित प्रदर्शनको रूपमा शंकास्पद रूपमा हेरिएको थियो। अतुलनीय ब्रिटेन (इंग्ल्याण्ड राष्ट्रिय शुरुआती फुटबल टोलीले बोलेको) स्वर्ण पुरस्कार जित्यो। तिनीहरूले स्टकहोममा १९१२ ग्रीष्मकालीन ओलम्पिकमा उपलब्धिलाई दोहोर्याए।"
"ओलम्पिक प्रतियोगिता एमेच्योर टोलीहरू बीच मात्र प्रतिस्पर्धा गर्न जारी रहँदा, सर थोमस लिप्टनले १९०९ मा टुरिनमा सर थोमस लिप्टन ट्रफी प्रतियोगिता आयोजना गरे। लिप्टन प्रतियोगिता विभिन्न राष्ट्रहरूका व्यक्तिगत क्लबहरू (राष्ट्रिय टोलीहरू होइन) बीचको च्याम्पियनशिप थियो, जसमध्ये प्रत्येक एक सिंगो राष्ट्रको प्रतिनिधित्व गरे । प्रतियोगितालाई कहिलेकाहीं ""द फर्स्ट वर्ल्ड कप"" को रूपमा वर्णन गरिएको छ, र इटाली, जर्मनी र स्विट्जरल्याण्डका सबैभन्दा प्रतिष्ठित पेशेवर क्लब पक्षहरू समावेश गरिएको छ, तर इङ्गल्याण्डको एफएले प्रतियोगितासँग सम्बद्ध हुन अस्वीकार गर्यो र पेशेवर टोली पठाउने प्रस्ताव अस्वीकार गर्‍यो। लिप्टनले काउन्टी डरहमको एमेच्योर पक्ष वेस्ट अकल्याण्डलाई इङ्गल्याण्डको प्रतिनिधित्व गर्न आमन्त्रित गरे। वेस्ट अकल्याण्डले टूर्नामेंट जित्यो र १९११ मा फर्केर सफलतापूर्वक आफ्नो उपाधि रक्षा गर्यो।","ओलम्पिक अवसरलाई प्रारम्भिक समूहहरू बीच मात्र चुनौती दिइने क्रममा, सर थोमस लिप्टनले १९०९ मा टुरिनमा सर थोमस लिप्टन ट्रफी प्रतियोगितालाई क्रमबद्ध गरे। लिप्टन प्रतियोगिता विभिन्न देशहरूका व्यक्तिगत क्लबहरू (राष्ट्रिय समूहहरू होइन) बीचको उपाधि थियो, प्रत्येक अन्तिममा। जसको बारेमा सिङ्गो देशसँग कुरा भयो। चुनौतीलाई केही अवस्थामा ""द फर्स्ट वर्ल्ड कप"" को रूपमा चित्रण गरिएको छ, र यसमा इटाली, जर्मनी र स्विट्जरल्याण्डका सबैभन्दा उच्च विशेषज्ञ क्लब पक्षहरू समावेश छन्, तर इङ्गल्याण्डको एफएले चुनौतीसँग सम्बन्धित छैन र विशेषज्ञ पठाउने विचारलाई अस्वीकार गर्यो। समूह। लिप्टनले काउन्टी डरहमको एक नौसिखिया पक्ष वेस्ट अकल्याण्डलाई इङ्गल्याण्डमा कुरा गर्न स्वागत गरे। वेस्ट अकल्यान्डले प्रतियोगिता जित्यो र १९११ मा आफ्नो शीर्षकलाई प्रभावकारी रूपमा रक्षा गर्न फर्कियो।"
"१९१४ मा, फीफा ले ओलम्पिक प्रतियोगितालाई ""एमेच्योरहरूको लागि विश्व फुटबल च्याम्पियनशिप"" को रूपमा मान्यता दिन सहमत भयो र घटनाको व्यवस्थापनको जिम्मेवारी लियो। यसले विश्वको पहिलो अन्तरमहाद्वीपीय फुटबल प्रतियोगिताको लागि मार्ग प्रशस्त गर्यो, १९२० ग्रीष्मकालीन ओलम्पिकमा, इजिप्ट र १३ युरोपेली टोलीहरूले प्रतिस्पर्धा गरे र बेल्जियमले जित्यो। उरुग्वेले १९२४ र १९२८ मा अर्को दुई ओलम्पिक फुटबल प्रतियोगिताहरू जित्यो। ती पहिलो दुई खुल्ला विश्व च्याम्पियनशिपहरू पनि थिए, किनकि १९२४ फिफाको व्यावसायिक युगको सुरुवात थियो।","१९१४ मा, फीफा ले ओलम्पिक प्रतियोगितालाई ""शुरुवातका लागि विश्व फुटबल शीर्षक"" को रूपमा स्वीकार गर्न सहमति जनायो र यस अवसरलाई सम्बोधन गर्ने दायित्व ग्रहण गर्‍यो। यो सन् १९२० को समर ओलम्पिकमा इजिप्ट र १३ युरोपेली समूहले चुनौती दिएको र बेल्जियमले जितेको विश्वको पहिलो अन्तरमहादेशीय फुटबल प्रतिद्वन्द्वीका लागि तयार भयो। उरुग्वेले १९२४ र १९२८ मा निम्न दुई ओलम्पिक फुटबल प्रतियोगिताहरू जित्यो। ती प्रारम्भिक दुई खुला ठूला प्रदर्शनहरू पनि थिए, किनकि १९२४ फिफाको विशेषज्ञ अवधिको सुरुवात थियो।"
"ओलम्पिक फुटबल प्रतियोगिताको सफलताका कारण फिफाले अध्यक्ष जुलेस रिमेटको नेतृत्वमा ओलम्पिकभन्दा बाहिर आफ्नै अन्तर्राष्ट्रिय प्रतियोगिता आयोजना गर्न खोज्न थालेको छ । २८ मे १९२८ मा एम्स्टर्डममा भएको फिफा कांग्रेसले विश्व च्याम्पियनसिप आफैं आयोजना गर्ने निर्णय गर्यो। उरुग्वेसँग दुई पटकको आधिकारिक फुटबल विश्व च्याम्पियन र १९३० मा आफ्नो स्वतन्त्रताको शताब्दी मनाउनको लागि, फीफा ले उरुग्वेलाई उद्घाटन विश्वकप प्रतियोगिताको आयोजक राष्ट्रको रूपमा नाम दिएको छ।","ओलम्पिक फुटबल प्रतियोगिताहरूको उपलब्धिको कारण, फीफा, अध्यक्ष जुल्स रिमेटलाई मुख्य जोडको रूपमा, ओलम्पिक बाहिर आफ्नै विश्वव्यापी प्रतिस्पर्धाको व्यवस्था गर्न पुन: गल्ती गर्न थाले। २८ मे १९२८ मा, एम्स्टर्डममा फिफा कांग्रेसले आफैंले ठूलो प्रदर्शनको आयोजना गर्ने छनौट गर्यो। उरुग्वेसँग अब दुई पटक आधिकारिक फुटबल उपाधि होल्डरहरू र १९३० मा उनीहरूको स्वतन्त्रताको शताब्दीको प्रशंसा गर्न, फीफा ले उरुग्वेलाई डेब्यू विश्वकप प्रतियोगिताको आयोजक राष्ट्रको रूपमा नामित गर्‍यो।"
"चयन गरिएका राष्ट्रहरूको राष्ट्रिय संघहरूलाई टोली पठाउन आमन्त्रित गरिएको थियो, तर प्रतियोगिताको लागि स्थानको रूपमा उरुग्वेको छनोटको अर्थ युरोपेली पक्षहरूको लागि एट्लान्टिक महासागर पार गर्ने लामो र महँगो यात्रा थियो। वास्तवमा, कुनै पनि युरोपेली देशले प्रतियोगिता सुरु हुनुभन्दा दुई महिना अघिसम्म टोली पठाउने वाचा गरेन। रिमेटले अन्ततः बेल्जियम, फ्रान्स, रोमानिया र युगोस्लाभियाका टोलीहरूलाई यात्रा गर्न राजी गरे। कुल १३ राष्ट्रहरूले भाग लिए: दक्षिण अमेरिकाबाट सात, युरोपबाट चार र उत्तर अमेरिकाबाट दुई।","छनोट गरिएका देशहरूको राष्ट्रिय सम्बन्धलाई समूह पठाउन स्वागत थियो, तर चुनौतीको लागि दृश्यको रूपमा उरुग्वेको निर्णयले युरोपेली पक्षहरूको लागि एट्लान्टिक महासागरमा लामो र अत्याधिक भ्रमणलाई संकेत गर्यो। वास्तवमा, कुनै पनि युरोपेली राष्ट्रले चुनौती सुरु हुनुभन्दा दुई महिना अघिसम्म समूह पठाउने वाचा गरेन। रिमेटले लामो समयसम्म बेल्जियम, फ्रान्स, रोमानिया र युगोस्लाभियाका समुहलाई भ्रमणका लागि मनाउनुभयो। समग्रमा १३ देशले भाग लिएका थिए: सात दक्षिण अमेरिकाका, चार युरोपका र दुई उत्तर अमेरिकाका।"
"पहिलो दुई विश्वकप खेलहरू १३ जुलाई १९३० मा एकै साथ भएका थिए, र फ्रान्स र संयुक्त राज्य अमेरिकाले जितेका थिए, जसले मेक्सिकोलाई ४-१ र बेल्जियमलाई ३-० ले हराए। विश्वकपको इतिहासमा पहिलो गोल फ्रान्सका लुसियन लरेन्टले गरेका थिए । फाइनलमा, उरुग्वेले मोन्टेभिडियोमा अर्जेन्टिनालाई ४-२ ले हरायो र ९३,००० मानिसहरूको अगाडि विश्वकप जित्ने पहिलो राष्ट्र बन्यो। विश्व कपको सिर्जना पछि, फीफा र  को एमेच्योर खेलाडीहरूको स्थितिमा असहमति भयो र त्यसैले फुटबललाई १९३२ ग्रीष्मकालीन ओलम्पिकबाट हटाइयो। ओलम्पिक फुटबल १९३६ ग्रीष्मकालीन ओलम्पिकमा फिर्ता भयो, तर अब अधिक प्रतिष्ठित विश्व कपले छायामा परेको थियो।","प्रारम्भिक दुई विश्वकप खेलहरू १३ जुलाई १९३० मा भएका थिए, र फ्रान्स र संयुक्त राज्य अमेरिकाले जितेका थिए, जसले मेक्सिकोलाई ४-१ र बेल्जियम ३-० ले अलग-अलग पराजित गर्‍यो। विश्वकपको इतिहासमा मुख्य गोल फ्रान्सका लुसियन लरेन्टले गरेका थिए । अन्तिममा, उरुग्वेले मोन्टेभिडियोमा ९३,००० व्यक्तिको अगाडि अर्जेन्टिनालाई ४–२ ले हराएर विश्वकप जित्ने प्रमुख देश बन्यो। विश्व कपको उत्पादन पछि, फीफा र  मा नौसिखिया खेलाडीहरूको स्थितिमा भिन्नता थियो, यसरी फुटबललाई १९३२ ग्रीष्मकालीन ओलम्पिकबाट हटाइयो। ओलम्पिक फुटबल १९३६ ग्रीष्मकालीन ओलम्पिकमा फिर्ता भयो, तर हाल अधिक प्रसिद्ध विश्व कप द्वारा ग्रहण गरिएको थियो।"
"प्रारम्भिक विश्वकप टूर्नामेन्टहरू सामना गर्ने समस्याहरू अन्तरमहादेशीय यात्रा र युद्धको कठिनाइहरू थिए। केही दक्षिण अमेरिकी टोलीहरू १९३४ को विश्वकपको लागि युरोप भ्रमण गर्न इच्छुक थिए र ब्राजिल र क्युबा बाहेक सबै उत्तर र दक्षिण अमेरिकी राष्ट्रहरूले १९३८ को प्रतियोगिता बहिष्कार गरे। दुवैमा प्रतिस्पर्धा गर्ने दक्षिण अमेरिकी टोली ब्राजिल मात्र थियो। १९४२ र १९४६ प्रतियोगिताहरू, जुन जर्मनी र ब्राजिलले आयोजना गर्न खोजेका थिए, दोस्रो विश्वयुद्ध र त्यसको परिणामका कारण रद्द गरियो।","प्रारम्भिक विश्वकप प्रतियोगिताहरूको सामना गर्ने समस्याहरू अन्तरमहादेशीय यात्रा र युद्धका चुनौतीहरू थिए। १९३४ को विश्वकपका लागि युरोप जान पाउँदा दक्षिण अमेरिकी समूहहरू मात्रै खुसी थिए र ब्राजिल र क्युबा बाहेक सबै उत्तर र दक्षिण अमेरिकी देशहरूले १९३८ को प्रतियोगिता बहिष्कार गरे। ब्राजिल दुबैमा प्रतिस्पर्धा गर्ने मुख्य दक्षिण अमेरिकी समूह थियो। १९४२ र १९४६ को प्रतिद्वन्द्वी, जुन जर्मनी र ब्राजिलले देखेको थियो, दोस्रो विश्वयुद्ध र यसको नतिजाको कारणले हटाइएको थियो।"
"सन् १९५० को विश्वकप, ब्राजिलमा भएको थियो, जसमा पहिलो पटक बेलायती सहभागी थिए। ब्रिटिश टोलीहरू १९२० मा फीफा बाट बाहिरिए, आंशिक रूपमा तिनीहरूसँग युद्धमा रहेका देशहरू विरुद्ध खेल्न इच्छुक नभएको कारण र आंशिक रूपमा फुटबलमा विदेशी प्रभावको विरोधको रूपमा, तर फीफा को निमन्त्रणा पछि १९४६ मा पुन: सामेल भए। यस प्रतियोगितामा सन् १९३० को च्याम्पियन उरुग्वेको पुनरागमन पनि देखियो, जसले अघिल्ला दुई विश्वकप बहिष्कार गरेको थियो। उरुग्वेले ""माराकानाजो"" (पोर्चुगाली: ""ç"") नामक खेलमा आयोजक राष्ट्र ब्राजिललाई हराएर टूर्नामेंट फेरि जित्यो।","१९५० को विश्वकप, ब्राजिलमा आयोजित, ब्रिटिश सदस्यहरू समावेश गर्ने पहिलो थियो। अङ्ग्रेजी समूहहरू १९२० मा फीफा बाट फिर्ता भए, प्रायः तिनीहरूसँग युद्धमा रहेका राष्ट्रहरू विरुद्ध खेल्न अनिच्छुकताका कारण, र केही हदसम्म फुटबलमा रिमोट इफेक्ट विरुद्ध चुनौतीको रूपमा, तर फीफा को स्वागत पछि १९४६ मा पुन: सामेल भए। प्रतियोगिताले विगतका दुई विश्वकप बहिष्कार गर्ने १९३० नायक उरुग्वेको आगमन पनि देखाएको थियो। उरुग्वेले ""माराकानाजो"" (पोर्चुगाली: ""Ã§"") नामक खेलमा आयोजक देश ब्राजिललाई हराएर प्रतियोगितामा पुन: जित हासिल गर्‍यो।"
"सन् १९३४ देखि १९७८ सम्मका प्रतियोगिताहरूमा प्रत्येक प्रतियोगितामा १६ टोलीले भाग लिएका थिए, १९३८ मा अस्ट्रियाले छनोटपछि जर्मनीमा समाहित हुँदा १५ टोलीसहित प्रतियोगिता छाडेर सन् १९५० मा भारत, स्कटल्याण्ड र टर्कीले छाडेपछि बाहेक। १३ टोली संग प्रतियोगिता। अधिकांश सहभागी राष्ट्रहरू युरोप र दक्षिण अमेरिकाका थिए, उत्तर अमेरिका, अफ्रिका, एसिया र ओशिनियाका थोरै अल्पसंख्यकहरूका साथ। यी टोलीहरू सामान्यतया युरोपेली र दक्षिण अमेरिकी टोलीहरूबाट सजिलै पराजित भएका थिए। १९८२ सम्म, पहिलो राउन्डबाट बाहिरिने युरोप र दक्षिण अमेरिका बाहिरका टोलीहरू मात्र थिए: संयुक्त राज्य अमेरिका, १९३० मा सेमिफाइनल; क्युबा, १९३८ मा क्वार्टर फाइनल; उत्तर कोरिया, १९६६ मा क्वार्टर फाइनल; र मेक्सिको, १९७० मा क्वार्टर फाइनल।","१९३४ र १९७८ को दायरामा कतै प्रतियोगिताहरूमा, प्रत्येक प्रतियोगितामा १६ समूहहरूले प्रतिस्पर्धा गरे, १९३८ मा, अस्ट्रियाले छनोटको आधारमा जर्मनीमा समाहित हुँदा, १५ समूहहरूसँग प्रतिस्पर्धा छोडेर, र १९५० मा, जब भारत, स्कटल्यान्ड र टर्कीले १३ समूहको प्रतिस्पर्धा छोडेर पछि परेका छन् । भाग लिने देशहरूको विशाल बहुमत युरोप र दक्षिण अमेरिकाका थिए, उत्तर अमेरिका, अफ्रिका, एसिया र ओशिनियाका थोरै अल्पसंख्यकहरूसँग। यी समूहहरूलाई सामान्यतया युरोपेली र दक्षिण अमेरिकी समूहहरूले प्रभावकारी रूपमा पराजित गरेका थिए। १९८२ सम्म, पहिलो राउन्डबाट बाहिरिने युरोप र दक्षिण अमेरिका बाहिरका मुख्य समूहहरू थिए: संयुक्त राज्य अमेरिका, १९३० मा सेमीफाइनल; क्युबा, १९३८ मा क्वार्टर फाइनल; उत्तर कोरिया, १९६६ मा क्वार्टर फाइनल; र मेक्सिको, १९७० मा क्वार्टर फाइनल।"
"प्रतियोगितालाई १९८२ मा २४ टोलीहरूमा विस्तार गरिएको थियो, र त्यसपछि १९९८ मा ३२ मा विस्तार गरिएको थियो, जसले अफ्रिका, एशिया र उत्तर अमेरिकाका थप टोलीहरूलाई पनि भाग लिन अनुमति दियो। त्यसबेलादेखि, यी क्षेत्रहरूका टोलीहरूले धेरै सफलता पाएका छन्, धेरै क्वार्टर फाइनलमा पुगेका छन्: मेक्सिको, १९८६ मा क्वार्टर फाइनल; क्यामरुन, १९९० मा क्वार्टर फाइनल; दक्षिण कोरिया, २००२ मा चौथो स्थानमा परिष्करण; सेनेगल, संयुक्त राज्य अमेरिका संग, २००२ मा क्वार्टर फाइनल दुबै; घाना, २०१० मा क्वार्टर फाइनल; र कोस्टा रिका, २०१४ मा क्वार्टर फाइनल पुग्यो। तैपनि, युरोपेली र दक्षिण अमेरिकी टोलीहरूले वर्चस्व कायम राख्छन्, उदाहरणका लागि, १९९४, १९९८, २००६ र २०१८ मा क्वार्टर फाइनलहरू सबै युरोप वा दक्षिण अमेरिकाका थिए र सबै टूर्नामेंटका फाइनलहरू थिए। अहिले सम्म।","प्रतियोगितालाई १९८२ मा २४ समूहहरूमा विस्तार गरिएको थियो, र त्यसपछि प्रत्येक १९९८ मा ३२ समूहहरूमा विस्तार गरिएको थियो, त्यसैगरी अफ्रिका, एशिया र उत्तर अमेरिकाका थप समूहहरूलाई भाग लिन अनुमति दिँदै। त्यस बिन्दुबाट अगाडि, यी जिल्लाहरूका समूहहरू थप उपलब्धिहरूमा हर्षित भएका छन्, केहीले क्वार्टर फाइनलमा पुगेका छन्: मेक्सिको, १९८६ मा क्वार्टर फाइनल; क्यामरुन, १९९० मा क्वार्टर फाइनल; दक्षिण कोरिया, २००२ मा चौथो स्थानमा पूरा गर्दै; सेनेगल, संयुक्त राज्य अमेरिका संग, २००२ मा क्वार्टर फाइनल दुबै; घाना, २०१० मा क्वार्टर फाइनल; र कोस्टा रिका, २०१४ मा क्वार्टर फाइनल। सबै कुराहरू विचार गरियो, युरोपेली र दक्षिण अमेरिकी समूहहरू कमान्डिङमा रहन्छन्, उदाहरणका लागि, १९९४, १९९८, २००६ र २०१८ मा क्वार्टर फाइनलहरू सबै युरोप वा दक्षिण अमेरिकाका थिए जसरी सबैको फाइनल थिए। यस बिन्दु सम्म प्रतियोगिताहरू।"
"२००२ फिफा विश्वकप छनोट चरणमा दुई सय टोलीहरू प्रवेश गरे; १९८ राष्ट्रले २००६ फिफा विश्वकपका लागि छनोट हुने प्रयास गरे, जबकि रेकर्ड २०४ देशले २०१० फिफा विश्वकपको लागि छनोटमा प्रवेश गरे।","२००२ फिफा विश्व कप क्षमता राउन्डमा दुई सय समूहहरू प्रवेश गरे; २००६ फिफा विश्वकपको लागि १९८ देशहरूले बिल फिट गर्न प्रयास गरे, जबकि रेकर्ड २०४ राष्ट्रहरूले २०१० फिफा विश्वकपको लागि क्षमतामा प्रवेश गरे।"
"अक्टोबर २०१३ मा, सेप ब्लाटरले क्यारेबियन फुटबल संघको क्षेत्रलाई विश्व कपमा स्थान सुनिश्चित गर्ने कुरा गरे। ""फिफा साप्ताहिक"" को २५ अक्टोबर २०१३ को संस्करणमा ब्लाटरले यस्तो लेखे: ""विशुद्ध खेलको दृष्टिकोणबाट, म विश्वव्यापीकरणलाई अन्ततः गम्भीरतापूर्वक लिइएको हेर्न चाहन्छु, र अफ्रिकी र एसियाली राष्ट्रिय संघहरूले फिफा विश्वमा उनीहरूलाई योग्यको दर्जा दिए। कप। यो हुन सक्दैन कि युरोपेली र दक्षिण अमेरिकी कन्फेडेरेसनहरूले विश्वकपमा अधिकांश बर्थमा दाबी गर्छन्।"" ती दुई टिप्पणीहरूले टिप्पणीकारहरूलाई सुझाव दिए कि ब्लाटरले फिफा अध्यक्षको लागि पुन: चुनावको लागि आफूलाई अगाडि बढाउन सक्छ।","अक्टोबर २०१३ मा, सेप ब्लाटरले विश्व कपमा क्यारिबियन फुटबल संघको स्थान सुनिश्चित गर्ने बारे कुरा गरे। ""फिफा साप्ताहिक"" को २५ अक्टोबर २०१३ को संस्करणमा ब्लाटरले यस्तो रचना गरे: ""एक पूर्ण रूपले पहिरिएको दृष्टिकोणबाट, म लामो समयदेखि ध्यान दिएर विश्वव्यापीकरण हेर्न चाहन्छु, र अफ्रिकी र एशियाली राष्ट्रिय सम्बद्धताहरूले उनीहरूको स्थितिलाई स्वीकार गरे। फिफा विश्वकपमा योग्यता। यो हुन सक्दैन कि युरोपेली र दक्षिण अमेरिकी कन्फेडेरेसनहरूले विश्वकपका अधिकांश भागहरूको लागि केस बनाउँछन्।"" ती दुई टिप्पणीहरूले पर्यवेक्षकहरूलाई सिफारिस गरे कि ब्लाटरले फिफा अध्यक्षमा पुन: नियुक्तिको लागि आफूलाई अगाडि बढाउन सक्छ।"
